128113	A2503306	AEG21C787*A    	2.0	2025-02-03 00:00:00.0	1.0	R0001	        		2025-02-03 12:28:37.665
128112	A2503305	AEG21C787*A    	2.0	2025-02-03 00:00:00.0	1.0	R0001	        		2025-02-03 12:28:37.623
128111	A2502120	AEG21C787*E    	2.0	2025-02-03 00:00:00.0	1.0	R0001	        		2025-02-03 12:28:36.966
128110	A2502119	AEG21C787*E    	2.0	2025-02-03 00:00:00.0	1.0	R0001	        		2025-02-03 12:28:36.943
128109	A2502118	AEG21C787*E    	2.0	2025-02-03 00:00:00.0	1.0	R0001	        		2025-02-03 12:28:36.921
128108	A2502117	AEG21C787*E    	2.0	2025-02-03 00:00:00.0	1.0	R0001	        		2025-02-03 12:28:36.898
128107	A2502116	AEG21C787*E    	2.0	2025-02-03 00:00:00.0	1.0	R0001	        		2025-02-03 12:28:36.875
128106	A2502115	AEG21C787*E    	2.0	2025-02-03 00:00:00.0	1.0	R0001	        		2025-02-03 12:28:36.851
128105	A2502114	AEG21C787*E    	2.0	2025-02-03 00:00:00.0	1.0	R0001	        		2025-02-03 12:28:36.827
128104	A2502113	AEG21C787*E    	2.0	2025-02-03 00:00:00.0	1.0	R0001	        		2025-02-03 12:28:36.804
128103	A2437127	WAA21305A2     	2.0	2025-02-03 00:00:00.0	1.0	R0002	        		2025-02-03 12:28:36.782
128102	A2437126	WAA21305A2     	2.0	2025-02-03 00:00:00.0	1.0	R0002	        		2025-02-03 12:28:36.758
128101	A2437125	WAA21305A2     	2.0	2025-02-03 00:00:00.0	1.0	R0002	        		2025-02-03 12:28:36.735
128100	A2437124	WAA21305A2     	2.0	2025-02-03 00:00:00.0	1.0	R0002	        		2025-02-03 12:28:36.711
128099	A2437123	WAA21305A2     	2.0	2025-02-03 00:00:00.0	1.0	R0002	        		2025-02-03 12:28:36.687
128098	A2437122	WAA21305A2     	2.0	2025-02-03 00:00:00.0	1.0	R0002	        		2025-02-03 12:28:36.643
128097	A2437121	WAA21305A2     	2.0	2025-02-03 00:00:00.0	1.0	R0002	        		2025-02-03 12:28:36.599
128096	A2433158	WAA21305A2     	2.0	2025-02-03 00:00:00.0	1.0	R0002	        		2025-02-03 12:28:36.556
128095	A2433157	WAA21305A2     	2.0	2025-02-03 00:00:00.0	1.0	R0002	        		2025-02-03 12:28:36.515
128094	A2433156	WAA21305A2     	2.0	2025-02-03 00:00:00.0	1.0	R0002	        		2025-02-03 12:28:36.47
128093	A2433155	WAA21305A2     	2.0	2025-02-03 00:00:00.0	1.0	R0002	        		2025-02-03 12:28:36.424
128092	A2433154	WAA21305A2     	2.0	2025-02-03 00:00:00.0	1.0	R0002	        		2025-02-03 12:28:36.379
128061	A2504018	KAA21305ADR1   	3.0	2025-02-03 00:00:00.0	1.0	R0002	42CS4275		
128060	A2504017	KAA21305ADR1   	3.0	2025-02-03 00:00:00.0	1.0	R0002	42CS4260		
128057	A2503304	AEG21C787*A    	3.0	2025-02-03 00:00:00.0	1.0	R0001	42AO0270		
128056	A2503303	AEG21C787*A    	3.0	2025-02-03 00:00:00.0	1.0	R0001	42AO0095		
128055	A2503302	AEG21C787*A    	3.0	2025-02-03 00:00:00.0	1.0	R0001	42AO0245		
128054	A2503301	AEG21C787*A    	3.0	2025-02-03 00:00:00.0	1.0	R0001	42AO0275		
128053	A2503300	AEG21C787*A    	3.0	2025-02-03 00:00:00.0	1.0	R0001	42AO0250		
128052	A2503299	AEG21C787*A    	3.0	2025-02-03 00:00:00.0	1.0	R0001	42AO0280		
128051	A2503298	AEG21C787*A    	3.0	2025-02-03 00:00:00.0	1.0	R0001	42AO0255		
128050	A2503297	AEG21C787*A    	3.0	2025-02-03 00:00:00.0	1.0	R0001	42AO0285		
128049	A2503296	AEG21C787*A    	3.0	2025-02-03 00:00:00.0	1.0	R0001	42AO0260		
128048	A2503295	AEG21C787*A    	4.0	2025-02-03 00:00:00.0	1.0	R0001	42AO0290		
128047	A2503294	AEG21C787*A    	4.0	2025-02-03 00:00:00.0	1.0	R0001	42AO0265		
128046	A2503293	AEG21C787*A    	4.0	2025-02-03 00:00:00.0	1.0	R0001	42AO0195		
128045	A2503292	AEG21C787*A    	4.0	2025-02-03 00:00:00.0	1.0	R0001	42AO0220		
128044	A2503291	AEG21C787*A    	4.0	2025-02-03 00:00:00.0	1.0	R0001	42AO0200		
128043	A2503290	AEG21C787*A    	4.0	2025-02-03 00:00:00.0	1.0	R0001	42AO0225		
128042	A2503289	AEG21C787*A    	4.0	2025-02-03 00:00:00.0	1.0	R0001	42AO0205		
128041	A2503288	AEG21C787*A    	5.0	2025-02-03 00:00:00.0	1.0	R0001	42AO0230		
128040	A2503287	AEG21C787*A    	7.0	2025-02-03 00:00:00.0	1.0	R0001	42AO0210	JCR424090535	
127875	A2503330	AEG21C839*A    	3.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GH7		
127874	A2503329	AEG21C839*A    	3.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GH6		
127873	A2503328	AEG21C839*A    	4.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GH5		
127872	A2503327	AEG21C839*A    	3.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GH4		
127871	A2503326	AEG21C839*A    	4.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GH3		
127870	A2503325	AEG21C839*A    	4.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GH2		
127869	A2503324	AEG21C839*A    	4.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GH1		
127868	A2503323	AEG21C839*A    	4.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GH0		
127867	A2503322	AEG21C839*A    	4.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GGZ		
127866	A2503321	AEG21C839*A    	4.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GGY		
127865	A2503320	AEG21C839*A    	5.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GGX		
127864	A2503319	AEG21C839*A    	5.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GGW		
127863	A2503318	AEG21C839*A    	6.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GGV	JCR224360122	
127862	A2503317	AEG21C839*A    	7.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GGU	MCR224380251	
127861	A2503316	AEG21C839*A    	7.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GGT	JCR223200596	
127860	A2503315	AEG21C839*A    	7.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GGS	JCR224360359	
127859	A2503314	AEG21C839*A    	7.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GGR	MCR224380217	
127858	A2503313	AEG21C839*A    	7.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GGQ	JCR224360329	
127857	A2502231	AEG21C839*A    	7.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GGP	MCR224380323	
127856	A2502230	AEG21C839*A    	7.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GGO	MCR224380334	
127855	A2502229	AEG21C839*A    	7.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GGN	MCR224380016	
127854	A2502228	AEG21C839*A    	7.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GGM	MCR224380154	
127853	A2502227	AEG21C839*A    	7.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GGL	JCR224360371	
127852	A2502226	AEG21C839*A    	7.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GGK	MCR224380471	
127851	A2502225	AEG21C839*A    	7.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GGJ	JCR224360136	
127850	A2502224	AEG21C839*A    	7.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GGI	MCR224380156	
127849	A2502223	AEG21C839*A    	7.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GGH	MCR224330335	
127848	A2502222	AEG21C839*A    	7.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GGG	JCR224370111	
127847	A2502221	AEG21C839*A    	7.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GGF	MCR224380250	
127846	A2502220	AEG21C839*A    	7.0	2025-01-24 00:00:00.0	1.0	R0001	4XX00GGE	MCR224330892	
127815	A2504022	AEG21C789*K    	2.0	2025-01-23 00:00:00.0	1.0	R0001	        		20250123
127814	A2504016	AEG21C789*D    	3.0	2025-01-23 00:00:00.0	1.0	R0001	42AO4010		20250123
127813	A2504015	AEG21C789*D    	3.0	2025-01-23 00:00:00.0	1.0	R0001	42AO4000		20250123
127812	A2504014	AEG21C789*A    	7.0	2025-01-23 00:00:00.0	1.0	R0001	42BW3950	JEE16022400133	20250123
127811	A2504013	AEG21C789*A    	7.0	2025-01-23 00:00:00.0	1.0	R0001	42BW3955	JEE16022400157	20250123
127810	A2504012	AEG21C789*A    	7.0	2025-01-23 00:00:00.0	1.0	R0001	42BW3960	JEE16022390037	20250123
127809	A2504011	AEG21C789*A    	7.0	2025-01-23 00:00:00.0	1.0	R0001	42BW3965	JEE16022390022	20250123
127808	A2504010	AEG21C789*A    	7.0	2025-01-23 00:00:00.0	1.0	R0001	42BW3925	JEE16022390055	20250123
127807	A2504009	AEG21C789*A    	7.0	2025-01-23 00:00:00.0	1.0	R0001	42BW3930	JEE16022400237	20250123
127806	A2504008	AEG21C789*A    	7.0	2025-01-23 00:00:00.0	1.0	R0001	42BW3935	JEE16022400104	20250123
127805	A2504007	AEG21C789*A    	7.0	2025-01-23 00:00:00.0	1.0	R0001	42BW3940	JEE16023090272	20250123
127804	A2503236	AEG21C789*C    	4.0	2025-01-23 00:00:00.0	1.0	R0001	42AO3990		20250123
127803	A2503235	AEG21C789*C    	4.0	2025-01-23 00:00:00.0	1.0	R0001	42AO3980		20250123
127802	A2503234	AEG21C789*C    	4.0	2025-01-23 00:00:00.0	1.0	R0001	42AO4005		20250123
127801	A2503233	AEG21C789*C    	4.0	2025-01-23 00:00:00.0	1.0	R0001	42BW4035		20250123
127800	A2503232	AEG21C789*C    	4.0	2025-01-23 00:00:00.0	1.0	R0001	42BW4025		20250123
127799	A2503231	AEG21C789*C    	4.0	2025-01-23 00:00:00.0	1.0	R0001	42AO4020		20250123
127798	A2503230	AEG21C789*C    	4.0	2025-01-23 00:00:00.0	1.0	R0001	42AO3995		20250123
127797	A2503229	AEG21C789*C    	4.0	2025-01-23 00:00:00.0	1.0	R0001	42AO3985		20250123
127796	A2503228	AEG21C789*C    	5.0	2025-01-23 00:00:00.0	1.0	R0001	42AO4100		20250123
127795	A2503227	AEG21C789*C    	5.0	2025-01-23 00:00:00.0	1.0	R0001	42AO4040		20250123
127794	A2503226	AEG21C789*C    	6.0	2025-01-23 00:00:00.0	1.0	R0001	42AO4090	JEE16022400176	20250123
127793	A2451073	AEG21C789*J    	2.0	2025-01-23 00:00:00.0	1.0	R0001	        		20250123
127792	A2451072	AEG21C789*J    	2.0	2025-01-23 00:00:00.0	1.0	R0001	        		20250123
127791	A2451071	AEG21C789*J    	2.0	2025-01-23 00:00:00.0	1.0	R0001	        		20250123
127790	A2440245	AEG21C789*L    	3.0	2025-01-23 00:00:00.0	1.0	R0001	42AO4110		20250123
127789	A2440244	AEG21C789*L    	3.0	2025-01-23 00:00:00.0	1.0	R0001	42AO4115		20250123
127788	A2440243	AEG21C789*L    	3.0	2025-01-23 00:00:00.0	1.0	R0001	42AO4125		20250123
